Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,37935.8868,38751.23323,39527.7963,39029.44774,42301.43241,43253.54393,48593.39054,53985.64047,54082.13914,54904.69426,57309.15837,59713.44026,61244.53704,62615.31535,63637.71536,66534.04059,72208.73162,76180.80129,76999.15781,78360.68704,83239.53461,84633.16048,79583.13396,80483.73501,80164.5663,77902.65419,82395.27318,84794.99688,87481.3788,87131.94941,86436.23431,83812.1328,84371.03566,86444.67822,86361.95281,89518.27764,91261.15148,94878.49225,97857.32328,100602.9275,109001.586,115619.4747,113172.1206,116268.8169,118193.1487,119396.4494,125294.9594,128757.8807,125610.0334,117886.738,115839.796,112471.3475,106119.795,105492.4807,101374.4698,102005.6256,102407.3944,107237.0318,106696.0682,107196.8151,100411.8739
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,,842.5925926,862.962963,883.3333333,905.5555556,927.7777778,944.4444444,962.962963,981.4814815,1000.0,1018.518519,1011.111111,1003.703704,996.2962963,988.8888889,981.4814815,985.1851852,988.8888889,992.5925926,996.2962963,1012.407407,1019.444444,1026.833333,1035.740741,1044.87037,1053.666667,1062.62963,1071.277778,1080.5,1089.648148,1098.62963,1092.981481,1085.092593,1090.925926,1098.518519,1106.407407,1113.5,1120.314815,1128.574074,1134.907407,1145.055556,1157.481481,1165.037037,1172.685185,1180.37037,1188.037037,1194.87037,1201.62963,1208.759259,1215.481481,1206.0,1195.62963,1199.962963,1203.722222,1206.259259,1208.092593,1195.444444,1182.833333,1183.685185,1183.574074,1183.388889
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,401.7388058,450.0754546,453.8013749,488.7350218,497.8210263,503.6056107,544.0794674,679.9560909,691.0945863,723.967573,786.1482482,777.3241637,813.2583723,832.4260777,874.7687847,931.8786036,971.3087795,1004.504992,1040.036873,1096.821458,1108.439825,1175.856829,1278.877826,1352.978958,1409.647999,1489.211777,1572.462107,1840.271602,1909.245906,2017.903478,2235.322677,2386.621111,2479.151723,2500.864512,2612.886268,2752.630172,2940.69997,3040.937003,3097.148351,3238.060464,2879.638619
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,,4.897994564,5.020054363,5.147978512,5.285640905,5.436144939,5.600325322,5.77753997,5.965605804,6.161547846,6.363183015,6.56971941,6.780857394,6.998394795,7.223230529,7.456605954,7.699013334,7.949489545,8.204182094,8.458189757,8.708409135,8.948633435,9.180446461,9.413415234,9.662714295,9.936519487,10.24512553,10.57965028,10.90537851,11.17593048,11.36059328,11.44269418,11.44029707,11.39888278,13.36444724,13.43288945,13.60479899,13.86213568,14.18035176,14.51974874,14.84959799,15.16690955,15.47801508,15.77487437,16.75916258,17.01980744,17.24700265,17.44295196,17.61972348,17.7959703,17.98415405,18.18865598,18.40601307,18.63302463,18.86436498,19.09607262,19.31381082,19.54600986,19.77965391,20.00770844,20.23104352
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1292.805622,1294.335145,1339.939245,1402.915167,1429.470777,1469.590801,1543.010662,1606.899725,1707.907942,1747.032862,1799.571146,1850.353146,1954.840903,2022.320467,2036.502004,2137.710964,2187.3545,2245.678073,2241.740036,2196.457261,2120.701778,2082.812487,1960.430336,1843.623358,1803.054826,1736.871507,1657.388191,1662.977869,1675.603827,1702.679182,1744.31199,1797.780254,1789.239985,1826.865548,1872.709923,1920.317932,1963.640761,2019.851607,2079.696679,2048.026511,2059.185276,2054.330947,2066.24164,2083.421929,2131.307108,2186.186676,2251.274994,2313.891217,2414.973422,2454.800303,2514.434823,2602.71849,2692.607496,2830.673453,2939.47746,3035.971655,3118.913682,3203.004437,3291.156355,3317.370945,2983.027049
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,,3.442217299,3.510565864,3.580901874,3.653428413,3.728297794,3.805517401,3.885057694,3.967065448,4.051738207,4.139207976,4.229439675,4.322340995,4.417904551,4.516102649,4.616830979,4.720260316,4.826228192,4.933948121,5.042382535,5.15086495,5.259021508,5.367251915,5.476610357,5.588595957,5.70429244,5.823990584,5.947405151,6.074326595,6.204298902,6.336969445,6.472312379,6.610280624,6.750537247,6.892635466,7.036217114,7.181083726,7.327105142,7.474163205,7.622141604,7.770949875,7.920468938,8.070545555,8.221009877,8.371682821,8.522386227,8.672989015,8.823445029,8.973928736,9.124702299,9.275913413,9.427629466,9.579688914,9.731722515,9.883242869,10.0339075,10.18353365,10.33218222,10.480144,10.62780578,10.77543524
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,619.1423399,768.9174909,1477.87337,2001.178154,2314.434825,2530.511698,2847.59239,2913.229504,3056.536708,3172.382867,3371.238912,3501.563492,3691.05004,3909.971505,4132.191153,4027.691282,4095.960731,4185.304033,4215.619738,4390.648706,4518.465786,4729.689959,4940.759769,5150.273169,5387.269436,5578.266314,5433.151358
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,,64.23054688,65.49273438,66.74947266,67.94919922,69.0553125,70.05136719,70.95074219,71.78609375,72.60695313,73.44796875,74.32199219,75.21783203,76.11833984,76.99650391,77.83412109,78.61857422,79.35914063,80.08505859,80.83625,81.63769531,82.47029297,83.30435547,84.13880859,84.97199219,85.78388672,86.63916016,87.49054688,88.07542969,88.04333984,87.17621094,85.33828125,82.68892578,79.66679688,76.88529297,74.78611328,73.52380859,72.97011719,72.93628906,73.11236328,73.26515625,73.34988281,73.42556641,73.48005859,73.51941406,73.54164063,73.54339844,73.49201172,73.32541016,72.96767578,72.37261719,71.50728516,70.40960938,69.19136719,68.00988281,66.97972656,66.13794922,65.45964844,64.92048828,64.47261719,64.07841797
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,357.5632476,372.8611898,389.2984171,403.1773799,421.1495888,435.9853776,453.9484514,470.8481492,509.3980621,572.669028,653.1699578,798.1302397,977.1685267,1146.146377,1203.720655,1258.472397,1340.680189,1444.414286,1588.087001,1713.887746,1849.241943,1946.309454,2109.52133,2307.146726,2418.557562,2498.484201,2602.056668,2800.428821,3219.206252,3509.731139,3624.329595,3778.477674,3782.550371,3757.02329,3798.436648,3968.320716,4100.443484,4338.900305,4260.238912,4572.180888,4569.215196,4494.938753,4683.955857,4816.570039,4859.628963,4986.327986,5294.96971,5612.32779,5837.779265,5286.574918,5642.220049,5899.462841,6089.39911,6704.536817,6895.574413,6402.910183,6729.065594,6855.160311,6973.098846,7027.045357,6299.208725
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,,0.904642422,0.924209059,0.94523318,0.966721366,0.988117799,1.009223087,1.030645987,1.053316394,1.078638858,1.107606797,1.140490181,1.177096677,1.21734512,1.261096113,1.308111446,1.358639917,1.412545657,1.468895241,1.526428811,1.584281757,1.641720043,1.698973056,1.757669437,1.819983061,1.887292009,1.960277381,2.037838124,2.117539216,2.195902811,2.270492121,2.340304907,2.40597992,2.468741729,2.530413071,2.5923685,2.655098548,2.718091507,2.780560408,2.841317735,2.89967533,2.954976797,3.00784677,3.060340903,3.11529829,3.174486969,3.239480882,3.309261906,3.380156335,3.446958869,3.50626577,3.556201366,3.598805428,3.639389127,3.685386339,3.742021774,3.811206395,3.890875726,3.97732077,4.064903923,4.149462707
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2611.053449,2754.246341,2851.492888,2786.362446,2799.641949,2787.438778,2893.575825,2934.987745,3138.785732,3349.531837,3605.870486,3917.285845,4280.668348,4764.117968,5032.179562,5168.28064,5564.763371,5702.514423,5845.752543,6094.920931,6500.387806,6079.244038,5987.820545,5679.897404,5853.897259,6178.523915,6504.975723,6601.58908,6471.952726,6553.238049,6155.645373,6110.719075,5974.590065,6165.316865,6420.407392,6584.739221,6624.100372,6742.711741,6662.853439,6595.616099,6787.668992,6788.576562,6904.625307,6896.137194,7206.261798,7352.282586,7560.70204,7936.824428,8258.615884,8169.26242,8702.255331,8965.620557,9056.580438,9247.573381,9214.977244,8813.989806,8455.312342,8498.293906,8582.338637,8638.282907,8228.78051
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,,8.890894146,9.154468458,9.424662305,9.698877023,9.975129993,10.25305893,10.53294333,10.8142576,11.0965606,11.37971666,11.66323225,11.94756106,12.23471933,12.52745144,12.82775941,13.13581048,13.45100609,13.77353789,14.10342636,14.44029557,14.78442895,15.13474553,15.48775385,15.8388791,16.18471131,16.52388151,16.85681336,17.18414683,17.50728093,17.82731864,18.14375052,18.45618547,18.76602761,19.07514315,19.38468236,19.69513337,20.00553305,20.31376036,20.61686859,20.91258809,21.20041672,21.48055943,21.75235686,22.01524251,22.26896271,22.51306547,22.74793734,22.97525071,23.1973268,23.41593189,23.63139897,23.84349772,24.05270838,24.2594338,24.46378728,24.66614055,24.86603778,25.06171469,25.25077577,25.43142481
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,,54.42666667,55.46,56.46,57.62666667,58.90666667,60.14666667,61.42,62.84666667,64.14,65.53333333,66.74666667,68.06666667,69.27333333,70.34,71.31333333,72.14,72.82,73.60666667,74.84,76.47333333,78.80666667,81.66666667,85.03333333,88.78,93.00666667,97.64,102.6,107.7,112.4466667,116.5933333,120.0466667,122.9533333,125.22,127.12,128.7133333,130.0533333,131.0666667,132.1333333,133.5066667,135.42,137.8333333,140.8533333,144.4933333,148.86,154.04,160.1466667,167.0,173.9733333,180.2333333,185.3066667,188.84,191.0266667,192.3333333,193.2333333,194.32,195.7,197.1133333,198.6333333,200.22,201.58
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,43260.92219,41651.08997,48100.41021,51353.11781,52870.61521,62590.5458,56324.53907,43769.51254,44168.2815,43132.00477,42176.98169,40388.63995,38189.79856,37866.90934,37211.06298,35779.13403,35154.23117,35239.40574,35881.14394,34994.34256,35126.37365,35753.41002,35875.92459,34516.2129,33551.97014,33825.7126,34063.61458,34291.13577,34926.6281,35277.80234,34850.14422,34441.12261,35455.63564,35064.8667,33981.33703,32991.82358,33437.12173,34244.2069,34096.90756,32924.99003,31678.93731,31164.03625,30038.73449,30101.5288,29802.78288,30646.10925,30696.87715
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,,16.23529412,16.97988615,17.74952562,18.56148008,19.4288425,20.35559772,21.3370019,22.37134725,23.45275142,24.57874763,25.74421252,26.94781784,28.18140417,29.42485769,30.67077799,31.9113852,33.15313093,34.38349146,35.59696395,36.78937381,37.95578748,39.10132827,40.24155598,41.39962049,42.58823529,43.81726755,45.07874763,46.37666034,47.71461101,49.09184061,50.51385199,51.9711575,53.45047438,54.92447818,56.37798861,57.80265655,59.19582543,60.556926,61.90018975,63.21935484,64.52314991,65.80208729,67.03889943,68.20379507,69.28121442,70.25844402,71.1512334,71.99582543,72.84667932,73.74459203,74.70341556,75.71100569,76.73889943,77.75673624,78.7313093,79.65673624,80.54667932,81.39658444,82.21935484,83.01385199
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,3428.409512,3584.441373,3657.287766,3773.315984,3892.356835,3996.864802,4166.14167,4411.886223,4889.25632,4784.054646,4427.010714,4093.476679,3836.763954,3810.243725,3892.711068,4021.722817,4252.946498,3674.931817,3839.716702,3537.105822,3717.677042,3937.434865,4260.116138,4518.87825,4849.542896,5230.983704,5629.419867,6044.759412,6459.640912,6288.67741,6427.810062,6605.08982,6693.612364,6693.450153,6796.689119,7074.681023,7341.047614,7599.124957,7859.678037,8234.781334,7920.91133
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,,71.79895146,72.43013649,73.01947935,73.61782518,74.15861882,74.64572901,75.11729187,75.65400886,76.23765706,76.73844346,77.16166501,77.52146796,77.92612311,78.44838651,78.82800325,79.17019796,79.58223809,79.67126458,79.77890265,80.10065082,80.36804664,80.60613758,80.80753864,80.99682726,80.9956341,80.9741571,81.09336527,81.18454307,80.24018801,78.80583024,78.0291693,77.19573353,76.58241887,76.32279671,75.98361204,75.59275061,75.13394197,74.63424026,74.2169755,73.85132423,72.3957516,72.03272978,71.48411327,70.95310776,70.4986377,69.97166529,69.47185342,68.98592211,68.57445652,68.12453021,67.68909359,67.2981577,66.92257738,66.54327561,66.120035,65.65790346,65.18005711,64.71109985,64.25719418,63.87265107
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,241.6054997,248.0226368,259.7344792,252.9990666,255.1671862,260.8853911,258.2218622,276.4476201,280.1639736,280.9734325,276.4799815,275.5480694,276.9908012,273.2942437,290.5729147,293.717027,312.7147534,307.7464073,315.4256545,320.0822918,315.4840315,321.2652875,343.4739917,336.0867297,321.7662781,340.2861346,357.9641202,347.9318066,358.5714302,356.7400051,345.2841565,366.6536594,357.742252,360.2306608,355.1484195,365.2805352,394.4572585,407.8607315,425.5691791,444.3225291,440.028405,455.9076554,462.2655992,484.097061,491.1846746,518.1678672,534.3567179,539.8200175,554.1121212,553.5166745,582.4157341,602.5791469,622.5197112,639.2329213,647.4287022,653.3272681,672.3630399,693.7264393,718.6425595,738.2189012,731.5220707
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,,17.88954678,18.1298538,18.37650219,18.63629751,18.91401316,19.21184211,19.52860015,19.86127924,20.20530702,20.5577193,20.91877924,21.29084064,21.67577851,22.07618787,22.49471491,22.93140351,23.38791301,23.86995614,24.3847076,24.93726974,25.53057749,26.16322734,26.8308114,27.52645833,28.24527778,28.9864364,29.75175439,30.54207968,31.35898392,32.20406798,33.07779971,33.9806652,34.9140095,35.87932749,36.87821637,37.91203947,38.9822807,40.09035819,41.23792398,42.42672149,43.65712354,44.93091009,46.2522807,47.62637427,49.05677997,50.54522295,52.09074927,53.69051535,55.34027047,57.03658991,58.77892909,60.56744152,62.4005519,64.27642178,66.19377193,68.15186404,70.15071637,72.1910307,74.27406067,76.40086988
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,285.4388888,241.4969009,258.4121967,263.9156326,274.7366068,279.3511413,285.221482,316.3887636,307.5325561,296.2107625,352.6487174,357.107685,330.525605,349.8201714,343.3434597,340.6528576,360.8847099,393.5536522,380.4920129,377.0900897,371.111958,405.5951879,390.9484877,394.8517783,384.8925656,418.4959902,420.0801074,430.8199036,440.1016753,434.4116718,438.7125296,450.2076574,445.1049936,409.2340333,386.8279712,350.9509938,318.9820512,310.7301812,322.1519114,314.7476524,306.5844854,305.8544893,310.945329,298.0252118,302.6820886,295.7371646,301.7906504,302.1070711,306.5074152,307.9042658,313.3118179,315.6569231,319.4385338,324.8286607,328.1471959,305.5496525,294.2188482,286.4315278,281.9702323,278.3193713,270.6914487
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,,111.0762461,113.2133956,115.4367601,117.8462617,120.4975857,123.4616822,126.6828271,129.942757,132.9403816,135.4778037,137.4610592,139.005257,140.3862928,141.9948598,144.1152259,146.8407321,150.0952492,153.7875389,157.758528,161.8884735,166.1417445,170.5501168,175.1380062,179.9492212,185.0012461,190.2938084,195.7610202,201.2734813,206.6615654,211.7974688,216.702609,221.400662,225.780919,229.7104361,233.1403427,235.9855919,238.4007009,240.8708723,244.0471963,248.3984034,254.1100467,261.063785,269.0483255,277.7137072,286.7934969,296.2558411,306.1614486,316.4370717,327.0117212,337.8351246,348.8475857,360.0464174,371.5070872,383.3450545,395.6399533,408.4112928,421.6125389,435.17831,449.0100078,463.0366433
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,606.4454864,646.6953405,652.3860247,700.2616988,712.7150808,760.5747623,770.1942392,792.064794,827.6898134,860.4913226,849.082714,840.4242583,907.3611773,958.6388065,1111.109167,1236.561914,1344.686443,1461.981749,1612.023758,1759.064467,1974.088849,1983.297558,2053.25367,2105.866567,2286.58344,2410.773812,2569.192196,2922.233072,3079.120513,3003.641245,3010.722178,3091.22296,3085.191746,3070.4637,3050.272346,3043.031382,3147.837443,3225.751753,3333.06611,3482.448472,2935.321046
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,,50.94813896,52.14416873,53.61960298,55.32233251,57.1764268,59.21960298,61.41985112,63.56550868,65.37493797,66.65831266,67.32382134,67.45434243,67.26253102,67.05409429,67.05707196,67.33126551,67.82506203,68.53151365,69.41166253,70.4337469,71.63225806,73.0133995,74.49776675,75.96526055,77.3369727,78.56401985,79.6866005,80.82977667,82.17866005,83.85930521,85.91290323,88.27866005,90.83300248,93.40173697,95.85310174,98.1471464,100.3096774,102.3605459,104.3315136,106.2476427,108.1143921,109.9143921,111.6439206,113.3049628,114.8967742,116.419603,117.8826303,119.3166253,120.7610422,122.2441687,123.7861042,125.3699752,126.9826303,128.6044665,130.2084367,131.7965261,133.3744417,134.9290323,136.4605459,137.9622829
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.1963889,364.881096,388.2880271,398.953308,403.3447751,411.2389494,452.3382322,486.5413328,515.5754149,539.3939329,575.3292406,624.6039215,696.3394218,759.6475658,824.8493502,867.1214601,854.9557547,892.1004421,940.1118195,992.5498342,1048.132495,1104.74997,1162.904995,1224.220428,1289.985814,1365.829057,1441.179228,1376.412027
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,,33.27083617,34.15156356,35.03051212,35.86813392,36.63715726,37.30474734,37.87650691,38.40798776,38.9792828,39.63616587,40.44663494,41.36706322,42.20050419,42.67693179,42.6266542,41.94814752,40.76615681,39.41347723,38.35482098,37.92068321,38.23843757,39.20124065,40.61864944,42.1926354,43.70549513,45.09943349,46.44279402,47.7901031,49.23708928,50.84747904,52.62462044,54.52016202,56.48497054,58.45173918,60.36791865,62.21911965,64.00744392,65.71782234,67.33777476,68.86041808,70.27765126,71.59369477,72.83124292,74.022632,75.19462384,76.35228303,77.49803422,78.65304215,79.84140607,81.07979266,82.37831974,83.73246091,85.12536823,86.53130523,87.93017788,89.31730116,90.69461251,92.05639588,93.39758668,94.71431566
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,932.4713122,924.2111057,932.2625104,946.2303352,958.10231,955.4192763,976.4535334,849.4145708,881.6185697,902.1817094,906.8737497,914.5959076,914.7770373,938.396865,1011.248166,1094.197886,1005.286519,1111.059608,1316.549906,1355.207752,1289.147196,1464.007434,1526.261555,1581.102492,1646.803948,1724.286519,1783.549146,1690.685489,1509.957199,1437.027216,1308.707694,1221.752906,1149.631147,1028.443456,1018.692034,1019.7331,1034.50787,1053.177367,1074.530483,1094.112454,1106.653951,1124.432314,1143.985355,1174.540531,1223.934229,1217.756953,1230.139212,1248.662599,1249.375186,1246.807419,1248.180462,1255.47724,1278.164384,1306.027478,1343.928455,1382.50979,1407.274522,1419.176134,1437.271534,1449.277548,1419.676711
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,,11.18024793,11.42080768,11.67333883,11.93763407,12.21369973,12.50211335,12.80366186,13.11884665,13.44819445,13.79229126,14.15171881,14.52723657,14.92002919,15.33135326,15.76242728,16.21374204,16.68585602,17.17983753,17.69702355,18.23826236,18.80335512,19.39204375,20.0048571,20.64235789,21.30440651,21.9912441,22.70114446,23.42963551,24.17085951,24.92032324,25.67729052,26.44221404,27.21349453,27.98963001,28.77024814,29.55472065,30.34512492,31.14757885,31.97012545,32.81915762,33.69700239,34.60389033,35.54159844,36.5114383,37.51434918,38.55149457,39.62320027,40.72829853,41.86482621,43.03110998,44.22667597,45.45126399,46.70368725,47.98259609,49.28682702,50.61570307,51.96858539,53.34403969,54.7405111,56.15676419
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31222.72482,31830.61711,32826.53081,34121.60919,34227.34175,35015.79497,36024.09924,37086.4493,38573.19977,39776.17947,42097.43512,42063.63305,40368.29204,41155.32364,42036.99784,42315.80739,42846.2842,43635.09548,43596.13554,43536.9134,44325.41678,44917.36981,45118.6591,42294.23457
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,,2.037902692,2.076160074,2.115198219,2.155463277,2.194836034,2.23610493,2.276704601,2.313735069,2.345411735,2.378426852,2.449591382,2.478193069,2.508677845,2.543945128,2.58134434,2.615534282,2.646322551,2.672797105,2.699381078,2.73441759,2.768352668,2.801482334,2.829311958,2.856148117,2.88236647,2.911161229,2.94978925,2.988285991,3.042385498,3.088601866,3.127225314,3.164461458,3.199428482,3.234663084,3.268308165,3.302651359,3.335636361,3.363434308,3.390885151,3.42261134,3.459995605,3.497826579,3.529497557,3.562582608,3.596389418,3.632909156,3.66836148,3.708302298,3.750884772,3.792822224,3.830124732,3.871939493,3.913066959,3.952604904,3.982215114,4.027563942,4.076172901,4.13415938,4.193074187,4.239011376
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91341.29327,91434.53573,88476.14088,79899.96431,75877.16834,75165.98744,74688.88685,74420.11995,75246.82594,76284.19393,77694.6128,79133.79929,81437.89007,83536.29335,76998.81945
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,,33.43333333,33.92083333,34.24583333,34.57916667,34.875,35.18333333,35.49166667,35.99166667,36.80416667,38.09583333,39.95,42.22916667,44.90833333,47.86666667,50.975,54.2625,57.7,61.17083333,64.52083333,67.52916667,70.2375,72.65,75.02083333,77.75833333,81.08333333,85.10833333,89.74583333,94.89583333,100.1166667,105.4458333,110.5833333,115.7666667,121.1166667,127.1708333,134.0041667,141.9375,150.6458333,159.7083333,168.4291667,176.2708333,183.0583333,188.9458333,194.2666667,199.5791667,205.2541667,211.3708333,217.8333333,224.3125,230.5041667,236.1333333,241.1541667,245.6791667,249.7208333,253.5333333,257.1708333,260.6833333,264.0916667,267.3833333,270.6166667,273.8333333
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,652.8550322,674.2439769,638.3897501,622.8524879,624.2514807,618.2191105,609.8159924,625.1491985,620.8820896,651.9523865,655.2683508,652.1032041,642.5771609,645.3638117,675.7405261,666.7044543,689.3190168,700.5088116,692.7641719,658.9217556,612.64636,585.8482085,611.8930621,545.1312832,579.9479936,587.600309,595.5992985,555.6859802,555.2996923,555.6042976,531.8557187,515.7300171,469.4336437,457.5688608,466.383138,486.3657141,454.8332134,467.0522611,477.3187382,483.0313179,460.3452071,470.3560394,477.0975738,442.1528133,459.345311,454.5074057,466.9768354,479.1921658,480.4109001,513.9373957,531.7129958,550.0198955,575.5018888,365.1161263,364.083958,377.4229177,391.4735346,404.0024591,412.9902027,418.3155518,414.3966191
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,,2.449608334,2.491104048,2.535193746,2.582134258,2.632036341,2.685509968,2.742152236,2.799765643,2.85542072,2.907247424,2.954375742,2.998147613,3.04159042,3.089001252,3.143547144,3.205587659,3.274445408,3.351089923,3.436351087,3.530384603,3.634853446,3.748658063,3.865809496,3.978268965,4.080660695,4.16990112,4.248669299,4.32433465,4.407420784,4.505345276,4.620544801,4.75013002,4.889640117,5.032291566,5.172978266,5.310339016,5.445491027,5.578806703,5.711289287,5.843559986,5.974535298,6.103131722,6.230031462,6.356356544,6.482358984,6.610284439,6.738585508,6.859558894,6.962700247,7.041582394,7.092746156,7.121273556,7.139787794,7.165833574,7.212384025,7.283834152,7.377480818,7.490409002,7.616904234,7.752679059
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,565.3521681,562.2474857,580.8336557,560.3498696,535.6873154,528.6667178,509.4767406,504.0237032,492.46398,516.1694893,514.9163288,492.1876855,486.2241427,434.914134,445.9912751,475.6348086,479.8869638,481.1436009,469.8247779,361.9581304,333.1616137,329.4529389,339.3217078,383.2500076,381.221824,451.7405325,420.7601878,398.1466497,445.2476423,452.0900977,419.4465074,440.9149348,461.2379163,376.5067803,401.3948687,393.0779446,388.4387886,396.587339,409.6053384,392.4889627,374.9696177,403.1297027,420.8159371,464.5002788,597.7003785,676.1621123,657.0847359,655.9425672,653.8711528,659.2523295,724.0305855,700.6627053,737.6126079,753.9626233,779.8466467,776.0197523,704.9600718,663.1647294,658.6888919,660.0699288,634.7517905
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,,2.428861111,2.477163492,2.526647619,2.57660873,2.626653175,2.676334921,2.726045238,2.777277778,2.832065079,2.891752381,2.957292857,3.027978571,3.101500794,3.175546205,3.246956798,3.314112929,3.379321792,3.444482211,3.512343551,3.58515486,3.663324333,3.746948062,3.837608005,3.93707195,4.046537484,4.167154543,4.29863723,4.439027954,4.585395489,4.735744917,4.889679956,5.04823777,5.212773983,5.385210451,5.567152954,5.758397395,5.958937421,6.170626588,6.395752859,6.635684562,6.891716169,7.162663596,7.444340057,7.730909307,8.01828939,8.304575921,8.591193615,8.881503335,9.18054479,9.491847205,9.816539072,10.15307179,10.49907322,10.85098634,11.20629844,11.56421379,11.92563612,12.29171458,12.66429638,13.04467837
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,,557.5656566,562.9494949,568.6414141,574.6313131,580.7525253,587.0151515,593.2777778,599.6212121,605.9343434,612.1212121,618.2070707,624.2979798,629.9090909,634.7474747,638.4848485,640.9494949,642.3535354,643.4090909,644.9040404,647.4949495,651.4444444,656.4444444,662.3888889,668.9141414,675.7575758,683.040404,690.7171717,698.2323232,704.9494949,710.489899,714.489899,717.2020202,719.2272727,721.5505051,724.6464646,729.030303,734.2777778,739.8989899,745.2171717,749.6919192,753.0151515,755.510101,757.9292929,761.2222222,766.030303,772.7222222,781.030303,790.1060606,798.9242424,806.6565657,813.0808081,818.4393939,823.4292929,828.8232323,835.2878788,843.040404,851.8484848,861.0909091,870.020202,878.0757576
